4158 26844
3348 2156 1
909 2112 32
2112 909 32
1629 3327 7
3327 1629 7
1890 3614 77
3614 1890 77
239 707 77
707 239 77
2926 4042 69
4042 2926 69
1024 2247 92
2247 1024 92
1292 3942 15
3942 1292 15
2095 2473 35
2473 2095 35
1512 2634 99
2634 1512 99
2378 2917 56
2917 2378 56
311 1535 85
1535 311 85
866 3947 94
3947 866 94
807 3072 90
3072 807 90
66 472 19
472 66 19
205 1072 28
1072 205 28
1298 3708 23
3708 1298 23
227 3609 39
3609 227 39
2235 2861 71
2861 2235 71
227 2144 34
2144 227 34
2098 3725 12
3725 2098 12
204 807 92
807 204 92
3962 4006 73
4006 3962 73
1128 2075 92
2075 1128 92
785 1780 44
1780 785 44
1185 2217 73
2217 1185 73
932 3008 77
3008 932 77
2369 2410 58
2410 2369 58
2083 3098 88
3098 2083 88
716 2183 56
2183 716 56
623 1792 26
1792 623 26
278 2979 10
2979 278 10
2392 3764 89
3764 2392 89
547 3435 1
3435 547 1
1172 2953 82
2953 1172 82
338 1160 47
1160 338 47
1456 3529 78
3529 1456 78
444 1474 71
1474 444 71
1489 3017 97
3017 1489 97
124 2140 73
2140 124 73
262 3192 35
3192 262 35
2522 3026 73
3026 2522 73
1313 2036 64
2036 1313 64
3550 3603 50
3603 3550 50
1400 1571 56
1571 1400 56
673 3206 14
3206 673 14
1510 2810 29
2810 1510 29
3074 4011 30
4011 3074 30
2074 4121 100
4121 2074 100
1246 3765 80
3765 1246 80
447 2266 28
2266 447 28
2149 3881 45
3881 2149 45
1001 3342 94
3342 1001 94
2344 3578 39
3578 2344 39
202 2709 64
2709 202 64
2061 2917 29
2917 2061 29
1493 3630 42
3630 1493 42
296 3689 38
3689 296 38
1268 2332 1
2332 1268 1
1631 2477 19
2477 1631 19
1002 2759 14
2759 1002 14
832 2168 97
2168 832 97
2741 2897 69
2897 2741 69
1759 3487 57
3487 1759 57
1945 3378 70
3378 1945 70
1348 4129 30
4129 1348 30
2734 2992 67
2992 2734 67
1553 3074 50
3074 1553 50
2744 3707 32
3707 2744 32
412 2550 71
2550 412 71
2626 3295 70
3295 2626 70
775 1078 100
1078 775 100
1994 3733 24
3733 1994 24
626 2767 94
2767 626 94
1295 1541 91
1541 1295 91
1194 3173 4
3173 1194 4
1187 3054 64
3054 1187 64
1050 3886 61
3886 1050 61
2238 3038 73
3038 2238 73
311 3168 46
3168 311 46
430 1744 27
1744 430 27
482 3546 73
3546 482 73
2049 2476 60
2476 2049 60
1064 2276 25
2276 1064 25
1077 3423 27
3423 1077 27
2035 3302 68
3302 2035 68
1342 2371 58
2371 1342 58
1168 2204 25
2204 1168 25
47 782 100
782 47 100
1457 1869 89
1869 1457 89
1400 2392 13
2392 1400 13
866 1613 16
1613 866 16
2192 2291 48
2291 2192 48
2626 2681 32
2681 2626 32
1454 2434 1
2434 1454 1
601 2365 85
2365 601 85
3446 3705 60
3705 3446 60
813 2411 39
2411 813 39
2069 3864 76
3864 2069 76
890 3767 78
3767 890 78
198 2578 13
2578 198 13
2369 2897 37
2897 2369 37
3117 3965 81
3965 3117 81
167 3763 97
3763 167 97
588 1303 28
1303 588 28
1997 3603 7
3603 1997 7
1615 3030 24
3030 1615 24
2583 2948 38
2948 2583 38
47 2610 76
2610 47 76
1134 2613 24
2613 1134 24
31 1600 10
1600 31 10
1623 2057 31
2057 1623 31
1266 3387 74
3387 1266 74
651 3320 70
3320 651 70
1244 1387 92
1387 1244 92
739 2276 50
2276 739 50
94 3644 11
3644 94 11
2081 2903 11
2903 2081 11
617 1594 74
1594 617 74
117 3714 14
3714 117 14
407 3288 62
3288 407 62
2700 3936 61
3936 2700 61
44 2918 19
2918 44 19
293 2417 21
2417 293 21
1040 2179 32
2179 1040 32
1524 3357 62
3357 1524 62
2519 2659 41
2659 2519 41
1192 2776 93
2776 1192 93
1622 2002 65
2002 1622 65
202 1453 12
1453 202 12
1553 2759 95
2759 1553 95
412 3418 27
3418 412 27
1958 2829 40
2829 1958 40
1230 2081 56
2081 1230 56
2410 2897 8
2897 2410 8
789 3498 74
3498 789 74
471 941 47
941 471 47
770 4107 38
4107 770 38
135 2866 56
2866 135 56
2278 2575 42
2575 2278 42
838 919 50
919 838 50
383 2247 21
2247 383 21
1221 3363 71
3363 1221 71
239 1014 96
1014 239 96
1241 3388 16
3388 1241 16
2276 3206 7
3206 2276 7
2109 3307 47
3307 2109 47
85 557 53
557 85 53
227 253 87
253 227 87
464 2454 51
2454 464 51
3488 3573 18
3573 3488 18
518 2782 1
2782 518 1
2837 3603 47
3603 2837 47
1041 2783 31
2783 1041 31
572 1063 52
1063 572 52
2320 3881 46
3881 2320 46
3916 3935 40
3935 3916 40
673 737 41
737 673 41
2270 3823 10
3823 2270 10
2254 4155 58
4155 2254 58
380 1099 12
1099 380 12
1266 3613 16
3613 1266 16
3659 3915 33
3915 3659 33
3641 3685 65
3685 3641 65
73 1003 63
1003 73 63
289 2837 37
2837 289 37
2728 3683 28
3683 2728 28
1622 4107 50
4107 1622 50
851 1165 35
1165 851 35
824 1122 67
1122 824 67
428 2248 33
2248 428 33
1439 2262 12
2262 1439 12
841 3891 67
3891 841 67
3310 4034 37
4034 3310 37
189 533 69
533 189 69
706 1616 7
1616 706 7
1091 1561 7
1561 1091 7
382 2763 62
2763 382 62
498 3004 55
3004 498 55
909 2772 52
2772 909 52
570 2251 86
2251 570 86
546 853 76
853 546 76
223 3808 98
3808 223 98
332 1472 65
1472 332 65
937 1106 98
1106 937 98
2048 2333 98
2333 2048 98
562 1759 74
1759 562 74
827 3256 38
3256 827 38
304 1500 73
1500 304 73
1035 3742 48
3742 1035 48
1873 2013 33
2013 1873 33
472 2095 96
2095 472 96
1014 2410 53
2410 1014 53
428 2457 86
2457 428 86
1554 1979 66
1979 1554 66
48 2626 79
2626 48 79
176 1328 81
1328 176 81
269 491 35
491 269 35
340 2069 62
2069 340 62
1327 4117 75
4117 1327 75
326 3357 24
3357 326 24
1407 3271 73
3271 1407 73
1940 3948 5
3948 1940 5
573 2844 60
2844 573 60
323 2015 17
2015 323 17
460 1547 8
1547 460 8
444 596 45
596 444 45
917 3663 47
3663 917 47
1921 4154 18
4154 1921 18
471 2112 54
2112 471 54
1680 1760 49
1760 1680 49
1134 2733 64
2733 1134 64
516 2657 14
2657 516 14
3810 3913 80
3913 3810 80
1137 1468 52
1468 1137 52
154 1427 82
1427 154 82
768 1977 66
1977 768 66
3594 4006 65
4006 3594 65
529 1994 46
1994 529 46
2100 2708 85
2708 2100 85
552 1149 94
1149 552 94
338 3352 11
3352 338 11
1764 2766 55
2766 1764 55
1674 1816 15
1816 1674 15
44 1944 61
1944 44 61
753 2209 45
2209 753 45
1473 3362 66
3362 1473 66
1304 2457 42
2457 1304 42
1777 3318 42
3318 1777 42
688 3455 12
3455 688 12
1222 3938 77
3938 1222 77
497 3485 1
3485 497 1
1994 2984 91
2984 1994 91
706 1048 51
1048 706 51
1599 2182 12
2182 1599 12
98 2036 99
2036 98 99
989 1065 13
1065 989 13
447 1635 1
1635 447 1
3220 3611 56
3611 3220 56
1553 2683 3
2683 1553 3
311 706 92
706 311 92
2780 3897 78
3897 2780 78
1853 1892 56
1892 1853 56
640 2297 38
2297 640 38
240 2499 72
2499 240 72
2076 2389 18
2389 2076 18
1274 2405 28
2405 1274 28
1498 3318 93
3318 1498 93
227 687 65
687 227 65
1641 3087 99
3087 1641 99
518 3915 62
3915 518 62
2635 3191 81
3191 2635 81
395 1183 5
1183 395 5
3701 3805 65
3805 3701 65
1266 2977 4
2977 1266 4
470 2004 87
2004 470 87
2091 3894 68
3894 2091 68
2281 3651 27
3651 2281 27
1553 3951 59
3951 1553 59
1170 4012 23
4012 1170 23
3338 3990 57
3990 3338 57
73 1240 92
1240 73 92
106 1882 29
1882 106 29
2035 3770 24
3770 2035 24
529 739 11
739 529 11
5 3714 42
3714 5 42
707 2074 24
2074 707 24
249 1231 95
1231 249 95
2491 2893 51
2893 2491 51
673 2250 62
2250 673 62
3414 3757 52
3757 3414 52
289 3637 37
3637 289 37
1018 2350 57
2350 1018 57
214 1101 100
1101 214 100
792 1507 20
1507 792 20
2138 2655 62
2655 2138 62
1625 1751 91
1751 1625 91
102 2802 45
2802 102 45
1103 1942 56
1942 1103 56
983 2069 95
2069 983 95
866 3355 30
3355 866 30
1975 2220 14
2220 1975 14
319 3883 49
3883 319 49
1014 2897 32
2897 1014 32
2098 2680 47
2680 2098 47
1117 2213 97
2213 1117 97
1714 2010 53
2010 1714 53
1044 2923 4
2923 1044 4
753 1994 90
1994 753 90
1633 3436 84
3436 1633 84
533 4011 59
4011 533 59
710 3338 5
3338 710 5
2533 3558 58
3558 2533 58
161 3129 33
3129 161 33
208 2701 14
2701 208 14
1825 3036 36
3036 1825 36
88 2061 14
2061 88 14
1023 3931 89
3931 1023 89
588 2799 60
2799 588 60
166 3103 46
3103 166 46
790 2541 36
2541 790 36
816 3881 22
3881 816 22
1161 3379 83
3379 1161 83
102 1661 48
1661 102 48
189 2095 23
2095 189 23
1531 3560 30
3560 1531 30
189 472 32
472 189 32
698 1019 10
1019 698 10
2250 3487 78
3487 2250 78
2567 3133 87
3133 2567 87
1591 2164 58
2164 1591 58
117 3347 75
3347 117 75
2859 2864 66
2864 2859 66
283 4105 7
4105 283 7
1331 2980 70
2980 1331 70
814 1984 11
1984 814 11
2140 3832 33
3832 2140 33
1282 3728 67
3728 1282 67
931 3840 90
3840 931 90
560 1203 60
1203 560 60
250 1803 50
1803 250 50
122 1194 29
1194 122 29
3074 4080 3
4080 3074 3
954 2138 69
2138 954 69
1566 2448 11
2448 1566 11
1048 3027 96
3027 1048 96
3 3927 1
3927 3 1
3387 3714 84
3714 3387 84
1541 3941 17
3941 1541 17
1663 2084 30
2084 1663 30
681 1533 21
1533 681 21
612 3204 89
3204 612 89
428 1923 8
1923 428 8
1524 2204 61
2204 1524 61
497 2259 59
2259 497 59
1230 2763 50
2763 1230 50
436 3074 23
3074 436 23
2886 3245 80
3245 2886 80
293 3357 1
3357 293 1
1593 2288 28
2288 1593 28
1984 2568 9
2568 1984 9
2181 3370 50
3370 2181 50
1185 1406 86
1406 1185 86
3352 3971 68
3971 3352 68
470 1759 22
1759 470 22
2138 3804 95
3804 2138 95
1995 3844 42
3844 1995 42
612 1931 48
1931 612 48
2063 3341 99
3341 2063 99
3320 3796 1
3796 3320 1
776 799 88
799 776 88
973 3692 76
3692 973 76
2576 3229 98
3229 2576 98
1550 1599 82
1599 1550 82
1113 2782 46
2782 1113 46
200 302 83
302 200 83
1622 3250 81
3250 1622 81
2372 3400 81
3400 2372 81
1913 3807 71
3807 1913 71
764 2220 73
2220 764 73
1137 1436 8
1436 1137 8
1041 2821 77
2821 1041 77
13 1821 9
1821 13 9
997 3926 98
3926 997 98
2937 3012 100
3012 2937 100
415 990 44
990 415 44
67 2944 74
2944 67 74
980 2284 57
2284 980 57
1095 3765 99
3765 1095 99
1519 3576 30
3576 1519 30
1534 1611 90
1611 1534 90
2723 3661 99
3661 2723 99
789 2373 49
2373 789 49
2069 4106 90
4106 2069 90
474 1387 22
1387 474 22
2861 3649 73
3649 2861 73
471 2772 74
2772 471 74
682 3416 63
3416 682 63
443 1053 83
1053 443 83
3898 4007 6
4007 3898 6
61 2345 5
2345 61 5
511 4034 68
4034 511 68
579 2621 55
2621 579 55
1622 3643 62
3643 1622 62
308 726 39
726 308 39
1219 2643 69
2643 1219 69
85 416 56
416 85 56
40 1082 83
1082 40 83
939 2302 92
2302 939 92
85 2972 8
2972 85 8
709 1695 43
1695 709 43
711 1140 70
1140 711 70
65 1546 46
1546 65 46
1015 1199 97
1199 1015 97
132 1877 50
1877 132 50
2549 3573 9
3573 2549 9
2077 3688 32
3688 2077 32
436 2759 68
2759 436 68
506 3333 96
3333 506 96
1322 2902 65
2902 1322 65
776 4020 45
4020 776 45
395 3529 87
3529 395 87
2550 2977 8
2977 2550 8
3407 3657 35
3657 3407 35
353 3934 70
3934 353 70
796 2821 82
2821 796 82
97 3074 14
3074 97 14
1169 3288 84
3288 1169 84
844 3530 23
3530 844 23
366 2321 52
2321 366 52
89 1082 2
1082 89 2
533 1882 66
1882 533 66
966 3125 20
3125 966 20
179 2507 17
2507 179 17
669 1479 31
1479 669 31
3103 3794 40
3794 3103 40
799 2048 34
2048 799 34
3321 3599 83
3599 3321 83
1373 2800 12
2800 1373 12
832 2780 1
2780 832 1
265 3086 26
3086 265 26
914 3717 72
3717 914 72
2060 2964 97
2964 2060 97
1192 3287 80
3287 1192 80
1555 2230 64
2230 1555 64
312 2250 71
2250 312 71
1299 1375 93
1375 1299 93
1476 1955 40
1955 1476 40
2386 2984 43
2984 2386 43
289 3106 10
3106 289 10
479 964 86
964 479 86
1348 2903 88
2903 1348 88
1904 4036 85
4036 1904 85
596 3483 36
3483 596 36
2723 2999 45
2999 2723 45
3253 3733 53
3733 3253 53
931 3400 10
3400 931 10
1024 1169 66
1169 1024 66
5 3347 3
3347 5 3
734 2074 61
2074 734 61
3495 3963 65
3963 3495 65
753 1923 83
1923 753 83
2016 2909 98
2909 2016 98
1024 2280 53
2280 1024 53
352 2941 58
2941 352 58
430 3598 45
3598 430 45
3844 4102 47
4102 3844 47
1266 2386 57
2386 1266 57
1775 1854 92
1854 1775 92
858 1992 11
1992 858 11
556 3126 27
3126 556 27
1345 2015 99
2015 1345 99
1942 3174 9
3174 1942 9
249 3636 80
3636 249 80
2886 3878 41
3878 2886 41
1002 2211 98
2211 1002 98
495 2001 11
2001 495 11
2426 3260 75
3260 2426 75
1556 2731 12
2731 1556 12
395 3788 90
3788 395 90
631 2562 64
2562 631 64
198 3638 33
3638 198 33
2391 3238 16
3238 2391 16
776 3264 93
3264 776 93
2182 3573 32
3573 2182 32
2320 2321 26
2321 2320 26
1237 3625 21
3625 1237 21
2320 3081 46
3081 2320 46
1674 2050 93
2050 1674 93
1262 3728 47
3728 1262 47
564 3572 57
3572 564 57
518 1230 17
1230 518 17
2305 3971 11
3971 2305 11
1767 2649 59
2649 1767 59
97 2759 59
2759 97 59
1547 3101 23
3101 1547 23
3081 3168 16
3168 3081 16
1748 3752 21
3752 1748 21
15 2321 71
2321 15 71
1876 2220 45
2220 1876 45
528 861 54
861 528 54
1627 2371 93
2371 1627 93
366 1485 40
1485 366 40
1117 2767 15
2767 1117 15
2516 3673 86
3673 2516 86
2360 3250 59
3250 2360 59
1994 2276 55
2276 1994 55
905 1162 58
1162 905 58
3173 3488 8
3488 3173 8
2189 3573 49
3573 2189 49
969 1473 29
1473 969 29
0 2407 68
2407 0 68
318 564 95
564 318 95
1883 3293 3
3293 1883 3
581 1284 88
1284 581 88
2753 3487 71
3487 2753 71
34 43 34
43 34 34
1981 2320 100
2320 1981 100
1472 2266 3
2266 1472 3
2013 2446 34
2446 2013 34
2808 3945 62
3945 2808 62
3180 3952 13
3952 3180 13
378 2985 12
2985 378 12
847 3591 53
3591 847 53
1919 2114 76
2114 1919 76
1407 3151 33
3151 1407 33
2405 3594 2
3594 2405 2
3074 3387 22
3387 3074 22
1956 2338 31
2338 1956 31
173 3776 4
3776 173 4
2051 3810 100
3810 2051 100
249 573 9
573 249 9
2247 3789 19
3789 2247 19
612 1748 37
1748 612 37
1748 3418 43
3418 1748 43
673 1994 10
1994 673 10
2367 3529 19
3529 2367 19
642 4128 27
4128 642 27
229 1084 76
1084 229 76
1366 4120 35
4120 1366 35
1468 2605 42
2605 1468 42
122 3555 66
3555 122 66
2516 3674 3
3674 2516 3
2015 4107 33
4107 2015 33
1356 3949 18
3949 1356 18
681 2510 30
2510 681 30
420 1509 22
1509 420 22
811 2861 27
2861 811 27
529 2753 49
2753 529 49
2138 3260 47
3260 2138 47
706 2233 96
2233 706 96
780 3940 9
3940 780 9
1661 1915 95
1915 1661 95
267 3304 94
3304 267 94
2063 4126 44
4126 2063 44
1842 2733 12
2733 1842 12
2890 3142 53
3142 2890 53
1923 3653 63
3653 1923 63
3686 3692 79
3692 3686 79
3787 3936 58
3936 3787 58
353 3172 16
3172 353 16
1553 2211 79
2211 1553 79
375 1710 44
1710 375 44
1981 2560 80
2560 1981 80
198 3539 50
3539 198 50
3387 4072 70
4072 3387 70
196 2287 4
2287 196 4
1411 1902 24
1902 1411 24
1917 2063 47
2063 1917 47
15 1485 59
1485 15 59
3074 3613 64
3613 3074 64
840 3571 96
3571 840 96
157 2399 99
2399 157 99
2711 4121 47
4121 2711 47
1953 2007 11
2007 1953 11
1524 2098 59
2098 1524 59
1593 3969 5
3969 1593 5
1572 3531 8
3531 1572 8
775 2999 57
2999 775 57
889 2472 32
2472 889 32
2247 3123 97
3123 2247 97
2171 2172 74
2172 2171 74
673 739 75
739 673 75
240 1669 62
1669 240 62
590 1873 80
1873 590 80
1999 3659 21
3659 1999 21
2716 3846 27
3846 2716 27
3611 3945 55
3945 3611 55
919 2175 13
2175 919 13
2873 3338 58
3338 2873 58
879 1745 63
1745 879 63
2689 3699 91
3699 2689 91
2395 4014 32
4014 2395 32
2018 3287 86
3287 2018 86
1879 2022 72
2022 1879 72
85 2077 93
2077 85 93
1812 3990 51
3990 1812 51
130 3216 51
3216 130 51
834 3529 96
3529 834 96
383 2280 82
2280 383 82
66 1923 86
1923 66 86
1642 3834 29
3834 1642 29
102 951 78
951 102 78
1416 4046 27
4046 1416 27
556 3917 74
3917 556 74
1147 2394 4
2394 1147 4
1766 4067 34
4067 1766 34
1780 2513 50
2513 1780 50
1119 1545 3
1545 1119 3
3100 4006 51
4006 3100 51
616 3625 70
3625 616 70
708 1978 23
1978 708 23
1394 2357 32
2357 1394 32
3120 3769 42
3769 3120 42
2247 2357 75
2357 2247 75
2405 3155 39
3155 2405 39
970 2499 2
2499 970 2
436 3653 66
3653 436 66
1550 3555 34
3555 1550 34
2361 2532 84
2532 2361 84
34 2837 32
2837 34 32
1766 1983 6
1983 1766 6
738 2996 59
2996 738 59
2118 2881 84
2881 2118 84
1844 3578 39
3578 1844 39
1946 3527 34
3527 1946 34
2049 3559 71
3559 2049 71
549 1933 29
1933 549 29
2172 3234 59
3234 2172 59
1041 1051 87
1051 1041 87
124 3091 40
3091 124 40
99 3091 65
3091 99 65
1938 2845 92
2845 1938 92
1697 3201 73
3201 1697 73
1674 3417 32
3417 1674 32
3029 3387 27
3387 3029 27
43 2837 11
2837 43 11
1535 2429 27
2429 1535 27
2909 3728 4
3728 2909 4
570 2301 36
2301 570 36
1945 2970 34
2970 1945 34
989 3934 86
3934 989 86
1401 3481 57
3481 1401 57
1546 3387 54
3387 1546 54
1376 3752 89
3752 1376 89
1766 1985 40
1985 1766 40
1553 3297 41
3297 1553 41
778 1024 75
1024 778 75
407 847 65
847 407 65
2538 3366 49
3366 2538 49
2 2035 6
2035 2 6
2196 2290 55
2290 2196 55
1744 2020 53
2020 1744 53
569 1202 22
1202 569 22
1713 3024 60
3024 1713 60
407 1616 38
1616 407 38
2886 3500 15
3500 2886 15
2114 3147 82
3147 2114 82
882 3778 17
3778 882 17
3465 3871 71
3871 3465 71
3661 3664 28
3664 3661 28
796 1051 92
1051 796 92
614 2810 53
2810 614 53
187 1613 67
1613 187 67
604 1532 17
1532 604 17
3164 3621 90
3621 3164 90
169 738 34
738 169 34
2125 3264 12
3264 2125 12
2467 2498 92
2498 2467 92
259 1879 21
1879 259 21
1113 1230 62
1230 1113 62
201 1209 33
1209 201 33
2290 2398 5
2398 2290 5
1251 3898 96
3898 1251 96
2168 2780 17
2780 2168 17
2636 2638 11
2638 2636 11
2786 4105 100
4105 2786 100
387 707 65
707 387 65
1901 3394 78
3394 1901 78
1048 1169 10
1169 1048 10
946 3508 11
3508 946 11
240 970 79
970 240 79
1413 2475 27
2475 1413 27
424 3894 91
3894 424 91
97 3653 57
3653 97 57
92 1788 97
1788 92 97
2161 3179 83
3179 2161 83
1041 2903 71
2903 1041 71
1676 3693 86
3693 1676 86
2996 3637 54
3637 2996 54
497 1127 15
1127 497 15
1944 3743 44
3743 1944 44
94 3787 42
3787 94 42
6 3653 36
3653 6 36
1314 1773 24
1773 1314 24
221 742 14
742 221 14
2399 3917 7
3917 2399 7
1792 4111 88
4111 1792 88
1091 1824 78
1824 1091 78
3462 3877 80
3877 3462 80
569 1696 20
1696 569 20
1067 2948 42
2948 1067 42
1014 2741 80
2741 1014 80
2123 3693 43
3693 2123 43
250 436 11
436 250 11
3225 3584 52
3584 3225 52
2015 3076 6
3076 2015 6
627 2414 24
2414 627 24
859 4140 58
4140 859 58
348 2677 46
2677 348 46
355 2637 83
2637 355 83
2740 2842 3
2842 2740 3
1002 4011 98
4011 1002 98
1228 2751 84
2751 1228 84
705 1059 7
1059 705 7
407 1394 64
1394 407 64
407 1048 82
1048 407 82
1230 2091 26
2091 1230 26
548 2604 5
2604 548 5
470 3487 98
3487 470 98
2181 2618 66
2618 2181 66
317 2625 1
2625 317 1
3720 3938 15
3938 3720 15
806 3326 77
3326 806 77
1532 3594 39
3594 1532 39
34 3637 32
3637 34 32
1607 1824 74
1824 1607 74
1621 2798 66
2798 1621 66
197 2839 19
2839 197 19
1133 1816 44
1816 1133 44
2128 3208 53
3208 2128 53
792 3413 22
3413 792 22
1643 3914 20
3914 1643 20
106 2977 44
2977 106 44
573 1170 2
1170 573 2
3732 3779 84
3779 3732 84
1833 2632 16
2632 1833 16
1796 2089 38
2089 1796 38
462 3403 22
3403 462 22
426 2291 2
2291 426 2
416 1720 85
1720 416 85
94 726 5
726 94 5
533 3180 32
3180 533 32
2753 3526 34
3526 2753 34
612 2367 60
2367 612 60
1387 2823 37
2823 1387 37
681 3467 99
3467 681 99
535 2134 12
2134 535 12
1231 3979 53
3979 1231 53
1680 2917 18
2917 1680 18
2036 2149 98
2149 2036 98
1788 2751 44
2751 1788 44
836 1446 47
1446 836 47
832 1209 94
1209 832 94
3686 3698 81
3698 3686 81
537 1472 20
1472 537 20
486 2995 30
2995 486 30
891 3623 61
3623 891 61
2353 2502 26
2502 2353 26
405 3591 51
3591 405 51
1226 2320 95
2320 1226 95
43 3637 11
3637 43 11
528 1687 96
1687 528 96
843 1940 62
1940 843 62
1736 3772 89
3772 1736 89
101 344 28
344 101 28
738 2213 48
2213 738 48
1400 3764 37
3764 1400 37
982 2454 9
2454 982 9
726 3125 80
3125 726 80
2303 3874 100
3874 2303 100
569 3491 35
3491 569 35
1599 3573 59
3573 1599 59
2280 3168 85
3168 2280 85
1597 2691 3
2691 1597 3
2692 2725 26
2725 2692 26
2427 2437 15
2437 2427 15
1488 2770 67
2770 1488 67
742 1828 27
1828 742 27
2036 3092 29
3092 2036 29
1394 3591 10
3591 1394 10
589 2208 44
2208 589 44
1236 2125 90
2125 1236 90
2043 2153 83
2153 2043 83
2567 4008 62
4008 2567 62
1663 3237 31
3237 1663 31
856 1760 5
1760 856 5
523 1231 89
1231 523 89
3200 3403 100
3403 3200 100
1002 3418 17
3418 1002 17
598 2780 47
2780 598 47
3418 4079 50
4079 3418 50
3897 4129 49
4129 3897 49
882 1451 58
1451 882 58
465 2709 17
2709 465 17
184 3922 27
3922 184 27
190 247 38
247 190 38
2301 2305 65
2305 2301 65
1974 2000 43
2000 1974 43
2245 2993 25
2993 2245 25
1226 2560 75
2560 1226 75
250 673 40
673 250 40
1353 2244 40
2244 1353 40
1129 3002 82
3002 1129 82
1152 2870 51
2870 1152 51
1784 3967 92
3967 1784 92
1009 1506 30
1506 1009 30
1063 2251 69
2251 1063 69
2405 2745 69
2745 2405 69
3463 3958 88
3958 3463 88
3740 3742 3
3742 3740 3
2048 3327 96
3327 2048 96
1655 2514 92
2514 1655 92
19 2063 9
2063 19 9
2776 3027 64
3027 2776 64
102 2485 56
2485 102 56
660 4151 76
4151 660 76
2060 2936 21
2936 2060 21
1011 3214 28
3214 1011 28
2264 3783 44
3783 2264 44
523 584 90
584 523 90
1999 2749 51
2749 1999 51
1041 3557 89
3557 1041 89
807 4048 82
4048 807 82
296 1735 20
1735 296 20
3558 3788 43
3788 3558 43
2350 3660 19
3660 2350 19
716 3473 86
3473 716 86
311 3081 67
3081 311 67
3424 3437 22
3437 3424 22
3400 3661 86
3661 3400 86
311 2321 47
2321 311 47
2756 3289 98
3289 2756 98
436 2211 52
2211 436 52
2428 2437 46
2437 2428 46
1777 3312 40
3312 1777 40
2013 3134 30
3134 2013 30
799 3634 96
3634 799 96
321 2276 92
2276 321 92
806 1184 63
1184 806 63
731 3154 28
3154 731 28
1584 2226 95
2226 1584 95
240 2031 16
2031 240 16
1901 3872 4
3872 1901 4
2289 2626 50
2626 2289 50
3400 3673 90
3673 3400 90
3253 4015 47
4015 3253 47
1134 1600 3
1600 1134 3
4011 4079 33
4079 4011 33
2895 3755 29
3755 2895 29
1084 1213 74
1213 1084 74
1828 3091 64
3091 1828 64
387 1014 84
1014 387 84
1034 1407 22
1407 1034 22
1498 3312 91
3312 1498 91
1051 3915 85
3915 1051 85
1264 1453 34
1453 1264 34
1295 1512 98
1512 1295 98
557 970 6
970 557 6
2600 2643 80
2643 2600 80
5 1419 27
1419 5 27
1436 3127 24
3127 1436 24
706 1024 43
1024 706 43
