5241 14484
598 2242 1
2725 4791 71
1851 3817 19
2553 4838 38
771 2473 91
2633 4224 80
4193 4777 41
975 1001 91
1230 4650 29
3273 4085 57
1969 2031 15
1410 3529 52
250 379 42
2067 4112 30
3024 4303 44
2450 4796 31
4368 4558 43
963 2832 46
1438 1834 5
1324 3576 85
18 2329 100
1262 4946 53
3725 3815 79
531 1254 28
87 3734 24
1241 2909 73
1392 4740 81
1928 4514 55
1950 2050 49
3449 4609 21
3290 4780 99
989 3025 33
2640 5177 98
604 1768 29
3628 4596 49
599 3518 24
858 4321 4
568 1336 69
815 1957 83
4913 5051 19
79 2989 11
653 5082 86
732 3329 34
2067 4590 56
389 919 31
1544 3355 48
111 532 34
2290 3704 7
55 1375 29
1189 2928 84
111 3765 95
900 2162 3
902 1441 8
83 1964 10
1284 1509 6
170 2403 70
3236 4509 18
2651 4646 12
558 3500 47
643 4212 86
1675 3681 51
975 5065 79
508 4454 15
3237 3770 86
4312 4605 6
453 4957 61
998 3576 79
123 3891 9
1475 4157 43
1057 4455 51
474 2955 78
115 1375 89
682 2408 27
1222 3961 68
226 3187 34
840 1887 68
3934 4775 78
1001 2616 52
4194 4537 92
1747 3550 56
1042 3526 93
336 3905 50
1157 4683 27
2628 3757 86
1502 4156 63
1976 2842 19
395 2866 16
1649 1749 1
1884 2505 38
3043 3777 91
363 3938 48
609 1220 68
1714 3682 77
2440 5086 51
752 4403 12
3449 3795 83
4116 4699 28
1178 4303 18
1298 1475 62
9 4232 72
928 2646 99
4416 4996 77
949 2464 56
2577 3689 49
1298 2904 55
450 3731 26
551 4536 42
4838 5173 68
1605 3043 35
2265 2370 54
1076 2550 55
252 2170 51
706 3962 89
1693 4769 5
1710 2576 51
2488 4022 51
314 4581 60
2029 2034 26
3659 4887 57
1270 2821 76
628 2561 54
3093 4126 74
1979 3462 52
508 4768 53
790 3257 8
248 4583 48
3048 4094 35
975 4130 84
2496 3724 33
2786 4509 68
2954 2955 58
1571 4569 23
2954 3899 6
2137 2618 2
1600 4694 47
715 4508 50
662 1562 25
2935 5005 19
2253 3362 46
123 3500 62
1965 3929 57
3899 4014 56
2227 4724 94
22 2955 66
2402 2832 55
673 1083 23
2073 3022 86
4723 4756 14
2482 3885 36
474 1893 24
1415 3511 1
3200 4628 25
3009 4112 32
1607 5012 70
2552 2900 61
1144 1466 35
4021 4408 36
2795 4509 47
4182 4960 11
1226 1881 32
2 3070 1
403 715 97
2409 4162 82
734 1629 96
3493 4407 51
46 58 61
2538 2954 45
1880 2889 42
2574 3114 81
3049 5123 59
3562 4974 29
4028 4982 11
488 3779 20
1060 4529 2
2457 2694 14
1800 3988 45
3068 4532 1
3891 4281 47
2506 2977 44
219 4752 22
2619 4800 38
810 5203 10
314 725 8
2861 4770 30
771 2227 9
2227 4323 77
845 2552 28
3017 4454 94
802 5205 96
288 1378 3
1738 5194 25
550 2830 9
1874 3308 79
158 4487 26
3200 4629 42
2576 5178 31
1724 4978 19
857 3192 80
538 1918 33
1016 3628 21
676 3493 86
2725 4126 66
1474 4231 70
895 2845 59
979 4967 37
2116 2453 46
338 4174 85
2633 5202 6
2355 3465 59
3664 3979 76
2464 4600 33
4644 4650 63
4767 4961 63
453 4019 15
854 1320 63
1974 2821 100
485 2182 78
2538 3254 45
550 4877 8
248 4465 42
4281 5140 40
246 2912 79
1804 2435 68
2455 2633 15
22 1893 12
3891 4552 54
1053 4507 11
200 3062 3
3436 5195 80
2503 2567 81
1934 2675 78
2023 5003 13
1998 4456 39
974 3795 58
1120 3144 17
2861 3959 43
2770 2771 26
845 934 22
304 2127 32
746 2399 58
2559 4607 97
3487 3808 82
3442 4840 31
1708 2124 5
4550 4974 57
1164 2777 42
3644 4220 53
1104 2224 81
2056 3253 86
3408 4663 68
3054 5058 9
2581 4156 12
2405 2585 49
111 2651 57
2315 5029 7
168 4070 47
1044 4454 31
494 2904 31
84 2464 41
2091 4828 46
129 1203 99
1810 5103 10
706 4936 47
1449 3053 69
2252 5130 71
2272 3195 96
1417 1963 47
3927 5050 36
775 4569 47
899 2532 62
1782 3006 93
3956 4744 33
2861 3006 42
3068 3993 38
1227 3176 78
300 2752 33
558 4600 47
1969 4487 67
3011 3218 96
46 3595 90
2252 2540 41
572 728 57
933 3791 19
2700 3653 50
2357 4516 88
950 3679 42
2494 4452 47
2617 4492 40
4485 4973 25
698 2476 79
2771 4090 80
1324 1334 71
161 3912 44
125 3912 28
2483 3605 7
2165 4052 48
2137 4322 70
3836 4281 42
58 3595 62
1951 3096 62
3689 4694 6
721 2927 59
2492 3763 72
1253 4957 61
1793 4401 49
1964 4281 10
1750 4724 7
2252 2542 75
1974 4166 65
977 1298 2
521 1060 20
3225 4255 59
5 2601 21
2802 2915 66
2223 2583 73
720 1517 58
2185 3830 94
521 2059 3
3659 4421 35
2694 3984 91
1109 4755 63
4382 4879 34
4609 4615 83
998 1334 65
773 3564 100
235 2053 35
761 1948 56
4007 4563 37
214 933 44
2708 4130 7
3138 3175 2
329 2405 33
1410 1562 13
254 1526 65
2915 3060 34
1586 4913 36
2763 3526 44
3347 3350 56
997 1107 75
3533 5176 64
499 896 50
2433 4294 70
1331 1475 85
1198 4432 31
304 1227 32
1806 3149 68
543 4909 35
123 4600 62
118 2282 1
2749 4027 27
1324 3682 87
2139 4651 25
3791 4582 64
633 1427 31
2490 4711 26
120 4767 8
10 4600 59
1665 2261 1
279 937 27
3062 4936 83
2287 5182 40
1387 2332 90
4379 4886 60
720 2163 40
1355 3739 17
1283 3476 14
2706 4651 2
1826 2933 16
316 558 31
4080 4522 3
2576 3893 86
786 3079 58
1079 5220 38
443 3394 80
455 3348 70
3475 3601 91
1270 5055 54
1559 3491 25
894 1345 28
521 1782 94
521 1331 27
1562 2667 10
697 3307 75
598 4407 6
2783 3326 64
401 3334 58
4686 4963 86
1008 4204 65
1948 4532 81
46 4582 69
2046 2332 19
2066 3548 11
247 3598 72
1433 2322 46
2713 4059 55
992 4318 7
2092 4933 62
133 3770 62
725 1476 16
4698 4757 56
2343 3343 13
2295 2665 99
589 4308 44
545 2916 16
532 2193 22
120 919 92
682 4028 67
3493 4451 99
771 3017 39
1768 3579 100
857 4384 44
684 2721 10
1563 5018 8
2143 3697 31
2602 2737 40
2282 3491 38
1049 1848 84
1042 1526 93
4644 4661 50
686 1880 75
616 3790 75
1122 4567 70
3000 3180 9
519 4529 31
1555 2954 72
58 4582 41
673 2152 96
1056 2486 47
2214 4747 82
127 437 15
933 2823 63
1792 4737 30
1243 3124 90
919 3961 75
2931 4883 21
720 4412 73
2031 4509 63
2904 4014 11
2028 3412 21
3413 3451 19
3094 3104 31
1896 3514 63
937 2336 8
2602 3913 32
1782 4529 84
745 2817 33
1569 2708 24
2610 2741 56
3263 5052 86
2118 4093 88
1074 2243 74
668 1563 28
4050 4308 35
1270 4323 10
755 3526 96
4323 5147 61
4912 5206 23
1062 5015 26
1109 1854 46
1763 2134 80
3049 3417 57
592 3434 79
231 4942 24
240 312 93
2927 2935 81
2527 2560 6
2858 3788 43
296 4575 100
1555 3254 72
316 845 10
1719 2857 7
1429 3798 14
1456 3639 48
2278 5000 67
1277 1915 91
1351 2867 69
3068 3483 68
4380 4989 42
4707 4710 36
2616 4205 30
2107 3197 15
28 2633 78
3522 3833 92
129 3159 51
827 5232 30
2628 3723 8
1280 4067 68
2887 4762 100
668 737 86
2559 3489 91
1742 4283 62
1324 4489 6
1009 5105 13
371 2213 71
4491 4768 26
2996 4608 61
907 4390 96
394 3899 46
4333 4349 5
4303 4609 95
394 2955 98
3496 4158 11
274 677 52
558 2821 4
3095 3104 62
2267 4183 37
2574 3970 33
1001 4579 23
407 2900 66
1008 1493 78
924 3991 40
2012 2838 67
304 2597 22
2433 4880 32
2914 3336 95
4303 4628 18
4116 5059 48
1435 2032 78
5055 5147 53
3669 4727 47
1378 1534 45
2336 3912 69
499 1283 29
1313 1800 52
1907 4183 77
1334 4934 81
1603 1856 94
1643 1921 39
707 1227 25
3303 3355 77
9 1813 49
1834 3963 74
895 1298 60
514 2409 36
1408 4243 28
1974 4323 34
4552 5055 96
1729 5205 33
2391 4491 17
191 2036 82
720 2555 4
3165 4487 43
4790 5104 7
4397 4474 14
1725 2981 1
2014 3671 90
261 3201 57
235 4243 65
1009 4381 5
4517 4941 73
934 4057 72
3319 4218 44
33 1489 85
2159 4876 70
4532 5058 27
1526 4607 74
676 1813 26
3260 3589 22
2678 5097 16
968 984 85
2239 2964 46
1683 3467 61
1549 2773 9
1734 4254 21
2251 2258 16
4454 4864 11
986 4080 75
2242 4152 35
1624 2713 14
1562 2763 42
668 4507 76
4281 4638 6
229 851 15
2428 4886 79
1042 4912 55
1824 4320 33
43 243 13
3999 4335 13
453 2415 47
363 3734 80
23 3447 61
3932 5048 57
909 2843 59
2000 2281 26
682 3770 81
2105 3122 78
101 4050 30
2850 5182 93
46 3938 21
417 896 8
2466 3462 49
1298 1951 54
3646 3856 27
2546 3509 28
2634 3810 73
1164 4797 82
1387 4516 18
2415 4842 28
1745 5037 73
1600 3664 37
76 4439 68
4360 4987 88
2028 4310 87
2492 2861 38
304 1624 81
985 3948 100
1353 4019 15
3656 4922 59
3107 5078 92
83 4497 71
606 4896 67
554 3758 9
651 4042 44
1737 3761 33
474 3833 4
2935 4240 14
2274 3939 6
709 2979 71
289 2854 26
316 1270 35
2818 3087 86
1973 2390 42
2902 4408 47
2047 3891 53
58 3938 93
1922 3016 3
569 1351 55
746 3114 13
1489 2771 15
1292 1573 42
1277 2798 2
1397 2487 35
1386 3083 26
3202 4555 46
538 1041 24
2955 4770 44
3254 3959 26
2420 3956 21
1914 4522 57
600 3493 30
543 1714 20
2324 3864 81
2404 4809 26
1448 4224 45
2867 5005 11
2769 4624 96
2086 3509 68
1030 4402 13
2802 3074 69
285 5004 52
1993 4883 43
395 4232 38
2900 3493 30
1101 3748 96
1448 4002 71
3856 4464 73
676 2242 19
1976 2433 66
1555 3685 99
3294 4837 92
453 1231 19
1475 2059 77
842 4785 96
933 3511 59
19 4031 65
2954 3833 84
337 1856 48
2483 4424 30
3502 3664 99
2858 3256 99
1138 1812 31
830 3637 8
214 3791 30
1369 4526 30
46 87 54
1498 2639 50
3339 3929 51
3787 5191 93
1298 4014 25
2140 2279 32
1893 3254 50
1390 2742 53
2464 3237 62
2412 3465 26
22 3833 92
2585 2812 88
3353 5103 43
3678 4808 3
2140 2519 12
2745 4121 1
2955 3959 57
447 2144 54
2214 2562 37
17 3434 54
3062 4959 74
409 3103 79
1860 2633 70
2564 3493 14
2404 4398 39
2464 5055 68
4789 5095 23
3682 4912 95
3279 4998 64
3171 3628 26
3565 4503 15
58 87 26
3820 4246 51
995 1937 23
1089 2582 2
3267 3770 16
654 2419 46
3821 5105 85
985 3264 72
928 2799 100
489 4232 52
1328 1586 79
1387 2827 5
124 3960 13
4762 5220 11
1040 2046 71
3157 4839 79
1369 4811 75
896 1308 61
2670 3565 24
4547 5157 75
394 3635 58
1286 2405 100
2754 3981 100
1387 2047 45
2419 4417 27
1689 2717 97
255 4773 95
57 4405 1
521 2845 65
928 1832 61
4586 5109 68
2802 3674 69
1562 2559 74
636 3425 90
502 3663 82
2996 4434 3
907 3789 79
152 4625 86
2681 5205 45
4130 5028 55
2418 4818 13
431 1882 4
1168 1856 9
2139 3210 28
2397 3192 20
1784 3292 17
1563 2878 28
2254 3098 89
417 1283 87
2046 2047 74
1331 1983 21
1157 1859 19
2927 4403 37
3830 4674 37
984 4493 34
1144 1585 58
2861 4268 96
558 3237 76
1509 5006 30
3536 5046 47
2059 4945 43
2835 4454 52
1000 1937 78
2555 4478 80
1240 2865 94
3352 4454 79
3069 5068 44
3511 3595 5
3112 3589 34
566 2742 9
739 4269 31
3293 3679 75
240 3352 73
558 5055 82
87 3607 65
285 2909 37
2717 3588 72
1811 2188 86
2819 2900 38
2224 3900 93
2178 4323 58
1668 4337 86
169 2866 10
1387 2866 68
591 1243 1
4866 5199 78
37 3413 17
1657 4806 18
4334 5101 20
755 1526 96
1915 4934 92
1882 4403 42
2856 3203 36
3968 4709 10
934 2866 25
1258 4492 11
1552 3697 10
2480 4158 15
1906 3721 92
1526 3489 68
3041 3472 44
669 1706 90
2140 3180 49
4349 5124 76
4166 4407 14
3622 4191 78
2025 4518 30
1393 3507 51
3074 4935 38
2430 2604 47
2562 5178 97
2488 4680 37
715 3338 60
2827 3706 88
2354 4153 24
1530 3494 77
1228 2158 3
211 2954 8
494 4014 1
558 4323 38
194 2812 67
1508 1563 68
1784 4972 77
1029 3020 88
1253 2415 47
2598 4232 31
1827 2713 7
3254 4529 16
3646 3660 95
1673 3791 59
351 4745 95
3788 4967 16
1619 4516 10
3518 4455 42
616 724 53
3795 4139 57
2638 3427 86
2874 4155 78
1088 3150 27
346 3347 74
3210 4651 26
122 351 98
52 4054 79
2763 4943 33
4232 4407 60
3348 4758 23
2217 2878 2
2763 4912 6
3529 5206 50
1457 2036 28
585 1873 25
2887 4524 54
977 3006 38
2601 4204 48
123 5055 97
2056 3885 30
703 3477 51
721 746 82
10 5055 94
668 1505 42
1083 1235 17
177 1122 10
2318 3157 76
375 2809 27
577 4972 60
1991 4320 10
1415 4541 11
1299 4105 3
476 1634 83
1762 4973 12
360 4036 21
622 1610 1
216 2639 8
4454 4550 73
523 2165 67
3526 3530 65
442 2880 11
304 4939 36
3511 4582 84
1700 4893 30
2096 5019 48
142 2461 88
2277 4057 5
609 4544 76
294 1435 58
1277 3530 46
3236 4021 22
2050 4752 83
845 1813 65
142 3552 35
4884 4942 67
3151 4150 80
1201 2464 68
399 1704 86
1156 2212 89
3096 3254 43
3348 4170 27
353 1649 25
3793 4959 35
578 651 34
1600 2186 11
843 3237 11
3300 3740 29
3635 4529 27
3433 4741 69
487 4893 27
3114 4403 34
1461 4496 72
1369 3956 40
2753 3451 59
1561 2729 33
371 1584 78
3217 3895 91
3754 5195 38
3476 3793 86
316 1352 29
823 4320 2
3374 4817 32
1813 2552 36
1387 3706 48
4796 4797 74
787 5180 6
975 3795 89
254 3529 16
3165 3236 76
226 234 33
1802 3592 75
1565 2675 39
1457 3115 71
2634 4131 30
295 3030 4
2655 3526 96
1148 2586 99
755 4912 58
751 1410 100
1634 5190 33
1060 2955 44
3959 4770 68
2142 5191 98
3349 3808 4
2606 3010 5
1314 1666 5
2552 4057 30
1270 4552 3
3493 4341 29
1947 4420 46
527 3737 15
2866 3891 42
455 4871 61
746 3970 65
2812 4689 34
4323 4980 22
88 4733 38
1038 4121 84
2786 4021 72
2601 2710 50
574 1437 72
1312 2454 39
2263 4801 19
1231 1568 66
1283 4935 17
709 4310 98
3020 3793 50
1562 5206 73
432 2602 75
1165 4631 91
1353 2415 47
194 2405 48
1506 3654 53
1333 4667 11
1619 2047 37
2445 4710 14
111 2854 8
843 4323 73
738 5026 69
3769 4758 74
454 975 98
2629 3087 27
751 2667 69
2631 4809 63
1741 3492 84
1351 2927 89
2019 4158 24
3763 4014 40
2795 4021 51
2043 4956 34
905 1270 94
4382 4628 67
977 1502 70
1836 2689 78
2077 3313 57
1042 3529 44
4281 4834 38
1394 3291 10
2242 4600 51
1348 4841 34
454 548 39
1090 2115 94
2617 4322 50
2617 5141 73
672 2610 51
1961 4341 37
1555 2538 100
715 4894 12
659 4987 57
208 248 13
186 2899 98
3074 3793 24
4004 5219 96
257 3548 32
1103 1228 18
276 3502 39
519 2492 2
1389 2440 88
1001 1369 53
235 2252 18
2488 4232 21
3060 4936 21
859 5134 56
1435 1853 35
895 3959 97
2364 3723 24
1586 2894 13
2234 4153 4
1941 3354 38
1263 3931 29
977 4529 29
254 4934 1
2322 2545 96
1670 4411 6
1217 3847 75
4608 5195 12
2246 2729 68
1629 1695 63
1308 3962 51
1658 4796 79
4227 4905 71
1782 2492 55
3264 3363 4
2866 3500 95
2022 2552 15
2745 4248 60
2353 3339 55
427 2577 95
1352 2552 45
974 2195 58
2441 3757 89
770 4655 54
1081 1285 5
214 3511 70
397 4279 99
1950 3492 63
240 4375 64
1005 2353 5
2013 3200 52
543 1277 91
1183 1297 71
164 4987 12
1432 3261 78
1622 3775 6
548 4411 24
4022 5147 30
130 2140 59
1708 4300 97
3492 4510 71
226 1441 52
4607 4909 19
1089 4663 79
1802 3017 100
732 4841 38
2924 3235 88
676 4407 24
329 5026 90
1309 2935 23
989 4962 62
25 3943 55
3352 3903 12
3836 4188 61
2144 3058 99
521 1298 66
3511 3938 36
934 2552 87
413 3133 13
2111 4360 10
3875 5099 57
46 3734 53
1907 2090 96
1498 4628 63
3096 3685 70
143 4713 3
9 2277 37
4067 4891 73
1880 2371 36
774 2503 94
72 3104 49
2004 2846 55
4028 4419 40
130 686 41
2492 2904 69
797 4245 21
1260 3656 61
1649 2685 13
1113 4412 56
1970 3555 54
2737 3410 66
998 2655 22
1147 2349 39
1375 1833 35
179 1021 55
58 3734 25
1818 1972 31
850 2695 14
2019 2480 98
2331 3343 41
676 2277 14
2059 3522 52
102 1609 64
754 1087 2
3604 4838 19
1962 4507 90
935 3587 13
2148 4317 26
1813 2464 40
2079 4401 15
427 4835 81
721 1464 88
489 715 63
60 2500 9
3526 3576 47
4868 5049 90
2966 3812 99
519 1555 73
996 5203 76
2771 3005 35
2443 3051 49
1856 2117 74
1689 2858 94
547 2806 8
3421 4535 95
1833 1959 75
1277 3576 28
2180 4765 34
429 3288 44
3525 3968 80
1550 1680 59
454 4139 86
790 4718 45
1683 2307 41
2277 2866 58
1250 2183 10
2634 4970 93
1965 3339 27
2265 4678 90
1889 2154 26
3200 3307 68
4735 4836 46
1609 4730 38
12 5148 37
55 3945 19
1502 2059 14
3074 3479 86
1227 3924 94
932 3619 64
4281 4303 11
3296 3930 35
2383 3801 39
662 4909 24
1203 3075 17
1476 3684 33
196 4809 78
908 1921 54
932 5147 40
821 4290 30
1227 3173 27
1290 5195 54
3180 3787 8
288 3312 81
1494 5003 14
115 3945 79
4177 4402 70
1021 1306 2
2680 5064 17
123 1270 52
3630 4281 56
1494 2023 54
888 907 96
2708 3795 12
10 1270 49
2248 4148 53
3790 5005 24
2539 2547 57
1507 3991 13
3178 5110 37
2617 3755 11
1136 4805 50
636 3689 78
508 4919 20
659 3183 89
1657 2586 78
1248 1916 9
3493 3891 79
304 4986 35
1792 4555 36
2672 4613 2
896 4959 28
2464 4028 9
1642 1792 15
932 1974 99
2207 4699 49
1005 2089 17
1308 4936 9
746 3790 5
1609 3128 4
2725 4062 78
1292 2882 95
454 1170 13
1142 2235 46
1009 4939 91
1474 3679 86
2474 2517 32
2130 3378 5
4486 4708 51
1344 1727 72
1597 3416 28
1113 2555 87
2552 2866 83
1170 5028 95
1197 3606 58
2377 4729 29
196 4398 91
662 1042 85
2464 4281 10
419 1871 45
99 3243 49
1673 3511 99
1934 2753 4
1337 1374 54
437 4202 30
22 474 89
1348 4893 18
1352 2464 49
697 4803 7
4005 4955 39
690 750 89
3899 4156 70
1036 1976 57
3938 4541 24
1693 2956 84
1599 3465 23
990 3224 47
2481 3885 5
4529 4770 38
4165 5046 46
757 1526 58
920 1088 65
2076 4217 94
548 658 23
1470 4573 60
431 3790 40
285 4778 10
1792 3202 35
1922 2900 31
445 5147 43
1309 4087 7
2904 2955 8
1534 2713 24
2904 3899 56
543 755 17
1097 2398 22
2619 4932 82
35 1986 96
682 1605 76
4429 5130 58
1922 1964 19
778 1248 83
1101 4130 90
894 3866 85
3493 3500 32
2058 3056 99
240 433 50
73 1316 84
379 1209 51
2464 4552 17
412 848 37
2472 4518 87
916 1564 33
3582 4987 70
1340 1935 84
607 4819 89
1819 2602 72
1922 4613 52
2218 4380 67
2261 4321 97
916 5172 69
2866 4600 95
3529 3682 42
329 3745 13
805 4284 32
2599 2858 4
4241 4886 82
4388 5213 98
548 2032 81
4615 4616 86
445 1974 2
2405 5066 26
864 1899 16
130 4755 14
2944 4886 75
1813 3493 33
519 1893 19
200 499 32
1270 3043 50
2434 2671 10
68 1677 66
2595 3143 25
5123 5198 28
1352 4532 5
3016 4232 89
598 4152 71
2295 4010 64
487 732 90
514 2076 75
4421 4733 61
1956 5090 15
1875 4972 98
254 1562 77
147 1901 23
1409 3674 86
3199 4319 41
784 1933 14
558 4281 24
25 39 87
909 4250 78
2798 4607 6
1283 3479 65
2206 3136 47
2347 4202 40
1030 3927 38
2229 3070 38
2301 2322 54
3750 4112 3
482 1590 21
236 4267 4
709 963 99
4621 4737 29
594 1976 55
607 4644 14
2636 5159 68
1305 3707 23
985 1187 63
1261 2954 58
491 5195 85
721 4240 80
434 2494 1
82 1404 59
246 5176 67
1036 2878 91
2462 3180 31
3956 4864 73
2489 2889 21
566 2518 1
2346 4769 48
920 3751 36
1986 3750 65
449 4996 100
2977 3211 23
1584 3926 95
1222 4745 96
1739 3993 39
3060 4959 12
49 134 46
2385 4217 73
558 4552 31
2494 2613 84
363 3607 21
2225 2464 12
110 4025 84
3204 5150 23
